Cabinet_Name,Cabinet_Category,Cabinet_Sub_Type,SKU,Stock_Price,Doors,Drawers,Shelves,Width,Height,Depth,Phase,Run,Catalog_Page
,Base Cabinet,,BFSO24-FHD,1365,,,,,,,1,1,I69
,Base Cabinet,,BFSO24-2D-FHD,1562,,,,,,,1,1,I69
,Base Cabinet,,BUBO9,1125,,,,,,,1,1,I70
,Base Cabinet,,BUBO12,1256,,,,,,,1,1,I70
,Base Cabinet,,BPOPR18,932,,,,,,,1,1,I71
,Base Cabinet,,BPOPR21,967,,,,,,,1,1,I71
,Base Cabinet,,BPTPO12,1538,,,,,,,1,1,I72
,Base Cabinet,,AEB24,982,,,,,,,1,1,I73
,Base Cabinet,,AB24,966,,,,,,,1,1,I73
,Base Cabinet,,ABL12,775,,,,,,,1,1,I74
,Base Cabinet,,ABR12,775,,,,,,,1,1,I74
,Base Cabinet,,BESL9,697,,,,,,,1,1,I75
,Base Cabinet,,BESR9,697,,,,,,,1,1,I75
,Base Cabinet,,BESP9,697,,,,,,,1,1,I75
,Base Cabinet,,MRBDO9,417,,,,,,,1,1,I76
,Base Cabinet,,MRBDO30,719,,,,,,,1,1,I76
,Base Cabinet,,MRBDO12,447,,,,,,,1,1,I76
,Base Cabinet,,MRBDO33,754,,,,,,,1,1,I76
,Base Cabinet,,MRBDO15,476,,,,,,,1,1,I76
,Base Cabinet,,MRBDO36,784,,,,,,,1,1,I76
,Base Cabinet,,MRBDO18,487,,,,,,,1,1,I76
,Base Cabinet,,MRBDO39,819,,,,,,,1,1,I76
,Base Cabinet,,MRBDO21,522,,,,,,,1,1,I76
,Base Cabinet,,MRBDO42,854,,,,,,,1,1,I76
,Base Cabinet,,MRBDO24,541,,,,,,,1,1,I76
,Base Cabinet,,MRBDO45,882,,,,,,,1,1,I76
,Base Cabinet,,MRBDO24-2D,738,,,,,,,1,1,I76
,Base Cabinet,,MRBDO48,893,,,,,,,1,1,I76
,Base Cabinet,,MRBDO27,685,,,,,,,1,1,I76
,Base Cabinet,,MRBOS9,350,,,,,,,1,1,I77
,Base Cabinet,,MRBOS24,600,,,,,,,1,1,I77
,Base Cabinet,,MRBOS12,400,,,,,,,1,1,I77
,Base Cabinet,,MRBOS27,650,,,,,,,1,1,I77
,Base Cabinet,,MRBOS15,450,,,,,,,1,1,I77
,Base Cabinet,,MRBOS30,750,,,,,,,1,1,I77
,Base Cabinet,,MRBOS18,500,,,,,,,1,1,I77
,Base Cabinet,,MRBOS33,850,,,,,,,1,1,I77
,Base Cabinet,,MRBOS21,550,,,,,,,1,1,I77
,Base Cabinet,,MRBOS36,900,,,,,,,1,1,I77
,Base Cabinet,,MRDBD9,280,,,,,,,1,1,I78
,Base Cabinet,,MRDBD24,480,,,,,,,1,1,I78
,Base Cabinet,,MRDBD12,320,,,,,,,1,1,I78
,Base Cabinet,,MRDBD27,520,,,,,,,1,1,I78
,Base Cabinet,,MRDBD15,360,,,,,,,1,1,I78
,Base Cabinet,,MRDBD30,600,,,,,,,1,1,I78
,Base Cabinet,,MRDBD18,400,,,,,,,1,1,I78
,Base Cabinet,,MRDBD33,680,,,,,,,1,1,I78
,Base Cabinet,,MRDBD21,440,,,,,,,1,1,I78
,Base Cabinet,,MRDBD36,720,,,,,,,1,1,I78
,Base Cabinet,,MRT1264 1/2,603,,,,,,,1,1,I79
,Base Cabinet,,MRT1267 1/2,665,,,,,,,1,1,I79
,Base Cabinet,,MRT1270 1/2,877,,,,,,,1,1,I79
,Base Cabinet,,MRT1273 1/2,939,,,,,,,1,1,I79
,Base Cabinet,,MRT1276 1/2,1001,,,,,,,1,1,I79
,Base Cabinet,,MRT1564 1/2,665,,,,,,,1,1,I79
,Base Cabinet,,MRT1567 1/2,727,,,,,,,1,1,I79
,Base Cabinet,,MRT1570 1/2,939,,,,,,,1,1,I79
,Base Cabinet,,MRT1573 1/2,1001,,,,,,,1,1,I79
,Base Cabinet,,MRT1576 1/2,1063,,,,,,,1,1,I79
,Base Cabinet,,MRT1864 1/2,728,,,,,,,1,1,I79
,Base Cabinet,,MRT1867 1/2,790,,,,,,,1,1,I79
,Base Cabinet,,MRT1870 1/2,1002,,,,,,,1,1,I79
,Base Cabinet,,MRT1873 1/2,1064,,,,,,,1,1,I79
,Base Cabinet,,MRT1876 1/2,1126,,,,,,,1,1,I79
,Base Cabinet,,MRT2164 1/2,790,,,,,,,1,1,I79
,Base Cabinet,,MRT2167 1/2,852,,,,,,,1,1,I79
,Base Cabinet,,MRT2170 1/2,1064,,,,,,,1,1,I79
,Base Cabinet,,MRT2173 1/2,1126,,,,,,,1,1,I79
,Base Cabinet,,MRT2176 1/2,1188,,,,,,,1,1,I79
,Base Cabinet,,MRT2464 1/2,853,,,,,,,1,1,I79
,Base Cabinet,,MRT2467 1/2,915,,,,,,,1,1,I79
,Base Cabinet,,MRT2470 1/2,1127,,,,,,,1,1,I79
,Base Cabinet,,MRT2473 1/2,1189,,,,,,,1,1,I79
,Base Cabinet,,MRT2476 1/2,1251,,,,,,,1,1,I79
,Base Cabinet,,MRT2764 1/2,929,,,,,,,1,1,I79
,Base Cabinet,,MRT2767 1/2,991,,,,,,,1,1,I79
,Base Cabinet,,MRT2770 1/2,1203,,,,,,,1,1,I79
,Base Cabinet,,MRT2773 1/2,1265,,,,,,,1,1,I79
,Base Cabinet,,MRT2776 1/2,1327,,,,,,,1,1,I79
,Base Cabinet,,MRT3064 1/2,996,,,,,,,1,1,I79
,Base Cabinet,,MRT3067 1/2,1058,,,,,,,1,1,I79
,Base Cabinet,,MRT3070 1/2,1270,,,,,,,1,1,I79
,Base Cabinet,,MRT3073 1/2,1332,,,,,,,1,1,I79
,Base Cabinet,,MRT3076 1/2,1394,,,,,,,1,1,I79
,Base Cabinet,,MRT3364 1/2,1026,,,,,,,1,1,I79
,Base Cabinet,,MRT3367 1/2,1088,,,,,,,1,1,I79
,Base Cabinet,,MRT3370 1/2,1300,,,,,,,1,1,I79
,Base Cabinet,,MRT3373 1/2,1362,,,,,,,1,1,I79
,Base Cabinet,,MRT3376 1/2,1424,,,,,,,1,1,I79
,Base Cabinet,,MRT3664 1/2,1105,,,,,,,1,1,I79
,Base Cabinet,,MRT3667 1/2,1167,,,,,,,1,1,I79
,Base Cabinet,,MRT3670 1/2,1379,,,,,,,1,1,I79
,Base Cabinet,,MRT3673 1/2,1441,,,,,,,1,1,I79
,Base Cabinet,,MRT3676 1/2,1503,,,,,,,1,1,I79
,Base Cabinet,,MRT3964 1/2,1168,,,,,,,1,1,I79
,Base Cabinet,,MRT3967 1/2,1230,,,,,,,1,1,I79
,Base Cabinet,,MRT3970 1/2,1442,,,,,,,1,1,I79
,Base Cabinet,,MRT3973 1/2,1504,,,,,,,1,1,I79
,Base Cabinet,,MRT3976 1/2,1566,,,,,,,1,1,I79
,Base Cabinet,,MRT4264 1/2,1230,,,,,,,1,1,I79
,Base Cabinet,,MRT4267 1/2,1292,,,,,,,1,1,I79
,Base Cabinet,,MRT4270 1/2,1504,,,,,,,1,1,I79
,Base Cabinet,,MRT4273 1/2,1566,,,,,,,1,1,I79
,Base Cabinet,,MRT4276 1/2,1628,,,,,,,1,1,I79
,Base Cabinet,,MRTD1264 1/2,1148,,,,,,,1,1,I80
,Base Cabinet,,MRTD1267 1/2,1210,,,,,,,1,1,I80
,Base Cabinet,,MRTD1270 1/2,1422,,,,,,,1,1,I80
,Base Cabinet,,MRTD1273 1/2,1484,,,,,,,1,1,I80
,Base Cabinet,,MRTD1276 1/2,1546,,,,,,,1,1,I80
,Base Cabinet,,MRTD1564 1/2,1173,,,,,,,1,1,I80
,Base Cabinet,,MRTD1567 1/2,1235,,,,,,,1,1,I80
,Base Cabinet,,MRTD1570 1/2,1447,,,,,,,1,1,I80
,Base Cabinet,,MRTD1573 1/2,1509,,,,,,,1,1,I80
,Base Cabinet,,MRTD1576 1/2,1571,,,,,,,1,1,I80
,Base Cabinet,,MRTD1864 1/2,1198,,,,,,,1,1,I80
,Base Cabinet,,MRTD1867 1/2,1260,,,,,,,1,1,I80
,Base Cabinet,,MRTD1870 1/2,1472,,,,,,,1,1,I80
,Base Cabinet,,MRTD1873 1/2,1534,,,,,,,1,1,I80
,Base Cabinet,,MRTD1876 1/2,1596,,,,,,,1,1,I80
,Base Cabinet,,MRTD2164 1/2,1235,,,,,,,1,1,I80
,Base Cabinet,,MRTD2167 1/2,1297,,,,,,,1,1,I80
,Base Cabinet,,MRTD2170 1/2,1509,,,,,,,1,1,I80
,Base Cabinet,,MRTD2173 1/2,1571,,,,,,,1,1,I80
,Base Cabinet,,MRTD2176 1/2,1633,,,,,,,1,1,I80
,Base Cabinet,,MRTD2464 1/2,1273,,,,,,,1,1,I80
,Base Cabinet,,MRTD2467 1/2,1335,,,,,,,1,1,I80
,Base Cabinet,,MRTD2470 1/2,1547,,,,,,,1,1,I80
,Base Cabinet,,MRTD2473 1/2,1609,,,,,,,1,1,I80
,Base Cabinet,,MRTD2476 1/2,1671,,,,,,,1,1,I80
,Base Cabinet,,MRTD24-2D64 1/2,1310,,,,,,,1,1,I80
,Base Cabinet,,MRTD24-2D67 1/2,1477,,,,,,,1,1,I80
,Base Cabinet,,MRTD24-2D70 1/2,1689,,,,,,,1,1,I80
,Base Cabinet,,MRTD24-2D73 1/2,1751,,,,,,,1,1,I80
,Base Cabinet,,MRTD24-2D76 1/2,1813,,,,,,,1,1,I80
,Base Cabinet,,MRTD2764 1/2,1348,,,,,,,1,1,I80
,Base Cabinet,,MRTD2767 1/2,1410,,,,,,,1,1,I80
,Base Cabinet,,MRTD2770 1/2,1622,,,,,,,1,1,I80
,Base Cabinet,,MRTD2773 1/2,1684,,,,,,,1,1,I80
,Base Cabinet,,MRTD2776 1/2,1746,,,,,,,1,1,I80
,Base Cabinet,,MRTD3064 1/2,1423,,,,,,,1,1,I80
,Base Cabinet,,MRTD3067 1/2,1485,,,,,,,1,1,I80
,Base Cabinet,,MRTD3070 1/2,1697,,,,,,,1,1,I80
,Base Cabinet,,MRTD3073 1/2,1759,,,,,,,1,1,I80
,Base Cabinet,,MRTD3076 1/2,1821,,,,,,,1,1,I80
,Base Cabinet,,MRTD3364 1/2,1468,,,,,,,1,1,I80
,Base Cabinet,,MRTD3367 1/2,1530,,,,,,,1,1,I80
,Base Cabinet,,MRTD3370 1/2,1742,,,,,,,1,1,I80
,Base Cabinet,,MRTD3373 1/2,1804,,,,,,,1,1,I80
,Base Cabinet,,MRTD3376 1/2,1866,,,,,,,1,1,I80
,Base Cabinet,,MRTD3664 1/2,1518,,,,,,,1,1,I80
,Base Cabinet,,MRTD3667 1/2,1580,,,,,,,1,1,I80
,Base Cabinet,,MRTD3670 1/2,1792,,,,,,,1,1,I80
,Base Cabinet,,MRTD3673 1/2,1854,,,,,,,1,1,I80
,Base Cabinet,,MRTD3676 1/2,1916,,,,,,,1,1,I80
,Base Cabinet,,MRTD3964 1/2,1568,,,,,,,1,1,I80
,Base Cabinet,,MRTD3967 1/2,1630,,,,,,,1,1,I80
,Base Cabinet,,MRTD3970 1/2,1842,,,,,,,1,1,I80
,Base Cabinet,,MRTD3973 1/2,1904,,,,,,,1,1,I80
,Base Cabinet,,MRTD3976 1/2,1966,,,,,,,1,1,I80
,Base Cabinet,,MRTD4264 1/2,1611,,,,,,,1,1,I80
,Base Cabinet,,MRTD4267 1/2,1673,,,,,,,1,1,I80
,Base Cabinet,,MRTD4270 1/2,1885,,,,,,,1,1,I80
,Base Cabinet,,MRTD4273 1/2,1947,,,,,,,1,1,I80
,Base Cabinet,,MRTD4276 1/2,2009,,,,,,,1,1,I80
,Base Cabinet,,LPDC3014-33,820,,,,,,,1,1,I81
,Base Cabinet,,LPDC3014-36,820,,,,,,,1,1,I81
,Base Cabinet,,LPDC3014-39,820,,,,,,,1,1,I81
,Base Cabinet,,LPDC3014-42,820,,,,,,,1,1,I81
,Base Cabinet,,LPDC3015-33,840,,,,,,,1,1,I81
,Base Cabinet,,LPDC3015-36,840,,,,,,,1,1,I81
,Base Cabinet,,LPDC3015-39,840,,,,,,,1,1,I81
,Base Cabinet,,LPDC3015-42,840,,,,,,,1,1,I81
,Base Cabinet,,LPDC3016-33,860,,,,,,,1,1,I81
,Base Cabinet,,LPDC3016-36,860,,,,,,,1,1,I81
,Base Cabinet,,LPDC3016-39,860,,,,,,,1,1,I81
,Base Cabinet,,LPDC3016-42,860,,,,,,,1,1,I81
,Base Cabinet,,LPDC3017-33,880,,,,,,,1,1,I81
,Base Cabinet,,LPDC3017-36,880,,,,,,,1,1,I81
,Base Cabinet,,LPDC3017-39,880,,,,,,,1,1,I81
,Base Cabinet,,LPDC3017-42,880,,,,,,,1,1,I81
,Base Cabinet,,LPDC3018-33,900,,,,,,,1,1,I81
,Base Cabinet,,LPDC3018-36,900,,,,,,,1,1,I81
,Base Cabinet,,LPDC3018-39,900,,,,,,,1,1,I81
,Base Cabinet,,LPDC3018-42,900,,,,,,,1,1,I81
,Base Cabinet,,LPC3019-33,2093,,,,,,,1,1,I82
,Base Cabinet,,LPC3019-36,2093,,,,,,,1,1,I82
,Base Cabinet,,LPC3019-39,2093,,,,,,,1,1,I82
,Base Cabinet,,LPC3019-42,2093,,,,,,,1,1,I82
,Base Cabinet,,LPC3020-33,2113,,,,,,,1,1,I82
,Base Cabinet,,LPC3020-36,2113,,,,,,,1,1,I82
,Base Cabinet,,LPC3020-39,2113,,,,,,,1,1,I82
,Base Cabinet,,LPC3020-42,2113,,,,,,,1,1,I82
,Base Cabinet,,LPC3021-33,2133,,,,,,,1,1,I82
,Base Cabinet,,LPC3021-36,2133,,,,,,,1,1,I82
,Base Cabinet,,LPC3021-39,2133,,,,,,,1,1,I82
,Base Cabinet,,LPC3021-42,2133,,,,,,,1,1,I82
,Base Cabinet,,LPC3022-33,2153,,,,,,,1,1,I82
,Base Cabinet,,LPC3022-36,2153,,,,,,,1,1,I82
,Base Cabinet,,LPC3022-39,2153,,,,,,,1,1,I82
,Base Cabinet,,LPC3022-42,2153,,,,,,,1,1,I82
,Base Cabinet,,LPC3023-33,2173,,,,,,,1,1,I82
,Base Cabinet,,LPC3023-36,2173,,,,,,,1,1,I82
,Base Cabinet,,LPC3023-39,2173,,,,,,,1,1,I82
,Base Cabinet,,LPC3023-42,2173,,,,,,,1,1,I82
,Base Cabinet,,LPC3024-33,2193,,,,,,,1,1,I82
,Base Cabinet,,LPC3024-36,2193,,,,,,,1,1,I82
,Base Cabinet,,LPC3024-39,2193,,,,,,,1,1,I82
,Base Cabinet,,LPC3024-42,2193,,,,,,,1,1,I82
