Cabinet_Name,Cabinet_Category,Cabinet_Sub_Type,SKU,Stock_Price,Doors,Drawers,Shelves,Width,Height,Depth,Phase,Run,Catalog_Page
,Base Cabinet,,MRTD1270 1/2,1422,1,0,1,12,70.5,12,1,1,I80
,Base Cabinet,,MRTD1273 1/2,1484,1,0,1,12,73.5,12,1,1,I80
,Base Cabinet,,MRTD1276 1/2,1546,1,0,1,12,76.5,12,1,1,I80
,Base Cabinet,,MRTD1564 1/2,1173,1,0,1,15,64.5,12,1,1,I80
,Base Cabinet,,MRTD1567 1/2,1235,1,0,1,15,67.5,12,1,1,I80
,Base Cabinet,,MRTD1570 1/2,1447,1,0,1,15,70.5,12,1,1,I80
,Base Cabinet,,MRTD1573 1/2,1509,1,0,1,15,73.5,12,1,1,I80
,Base Cabinet,,MRTD1576 1/2,1571,1,0,1,15,76.5,12,1,1,I80
,Base Cabinet,,MRTD1864 1/2,1198,1,0,1,18,64.5,12,1,1,I80
,Base Cabinet,,MRTD1867 1/2,1260,1,0,1,18,67.5,12,1,1,I80
,Base Cabinet,,MRTD1870 1/2,1472,1,0,1,18,70.5,12,1,1,I80
,Base Cabinet,,MRTD1873 1/2,1534,1,0,1,18,73.5,12,1,1,I80
,Base Cabinet,,MRTD1876 1/2,1596,1,0,1,18,76.5,12,1,1,I80
,Base Cabinet,,MRTD2164 1/2,1235,1,0,1,21,64.5,12,1,1,I80
,Base Cabinet,,MRTD2167 1/2,1297,1,0,1,21,67.5,12,1,1,I80
,Base Cabinet,,MRTD2170 1/2,1509,1,0,1,21,70.5,12,1,1,I80
,Base Cabinet,,MRTD2173 1/2,1571,1,0,1,21,73.5,12,1,1,I80
,Base Cabinet,,MRTD2176 1/2,1633,1,0,1,21,76.5,12,1,1,I80
,Base Cabinet,,MRTD2464 1/2,1273,1,0,1,24,64.5,12,1,1,I80
,Base Cabinet,,MRTD2467 1/2,1335,1,0,1,24,67.5,12,1,1,I80
,Base Cabinet,,MRTD2470 1/2,1547,1,0,1,24,70.5,12,1,1,I80
,Base Cabinet,,MRTD2473 1/2,1609,1,0,1,24,73.5,12,1,1,I80
,Base Cabinet,,MRTD2476 1/2,1671,1,0,1,24,76.5,12,1,1,I80
,Base Cabinet,,MRTD24-2D64 1/2,1310,1,0,1,24,64.5,12,1,1,I80
,Base Cabinet,,MRTD24-2D67 1/2,1477,1,0,1,24,67.5,12,1,1,I80
,Base Cabinet,,MRTD24-2D70 1/2,1689,1,0,1,24,70.5,12,1,1,I80
,Base Cabinet,,MRTD24-2D73 1/2,1751,1,0,1,24,73.5,12,1,1,I80
,Base Cabinet,,MRTD24-2D76 1/2,1813,1,0,1,24,76.5,12,1,1,I80
,Base Cabinet,,MRTD2764 1/2,1348,1,0,1,27,64.5,12,1,1,I80
,Base Cabinet,,MRTD2767 1/2,1410,1,0,1,27,67.5,12,1,1,I80
,Base Cabinet,,MRTD2770 1/2,1622,1,0,1,27,70.5,12,1,1,I80
,Base Cabinet,,MRTD2773 1/2,1684,1,0,1,27,73.5,12,1,1,I80
,Base Cabinet,,MRTD2776 1/2,1746,1,0,1,27,76.5,12,1,1,I80
,Base Cabinet,,MRTD3064 1/2,1423,1,0,1,30,64.5,12,1,1,I80
,Base Cabinet,,MRTD3067 1/2,1485,1,0,1,30,67.5,12,1,1,I80
,Base Cabinet,,MRTD3070 1/2,1697,1,0,1,30,70.5,12,1,1,I80
,Base Cabinet,,MRTD3073 1/2,1759,1,0,1,30,73.5,12,1,1,I80
,Base Cabinet,,MRTD3076 1/2,1821,1,0,1,30,76.5,12,1,1,I80
,Base Cabinet,,MRTD3364 1/2,1468,1,0,1,33,64.5,12,1,1,I80
,Base Cabinet,,MRTD3367 1/2,1530,1,0,1,33,67.5,12,1,1,I80
,Base Cabinet,,MRTD3370 1/2,1742,1,0,1,33,70.5,12,1,1,I80
,Base Cabinet,,MRTD3373 1/2,1804,1,0,1,33,73.5,12,1,1,I80
,Base Cabinet,,MRTD3376 1/2,1866,1,0,1,33,76.5,12,1,1,I80
,Base Cabinet,,MRTD3664 1/2,1518,1,0,1,36,64.5,12,1,1,I80
,Base Cabinet,,MRTD3667 1/2,1580,1,0,1,36,67.5,12,1,1,I80
,Base Cabinet,,MRTD3670 1/2,1792,1,0,1,36,70.5,12,1,1,I80
,Base Cabinet,,MRTD3673 1/2,1854,1,0,1,36,73.5,12,1,1,I80
,Base Cabinet,,MRTD3676 1/2,1916,1,0,1,36,76.5,12,1,1,I80
,Base Cabinet,,MRTD3964 1/2,1568,1,0,1,39,64.5,12,1,1,I80
,Base Cabinet,,MRTD3967 1/2,1630,1,0,1,39,67.5,12,1,1,I80
,Base Cabinet,,MRTD3970 1/2,1842,1,0,1,39,70.5,12,1,1,I80
,Base Cabinet,,MRTD3973 1/2,1904,1,0,1,39,73.5,12,1,1,I80
,Base Cabinet,,MRTD3976 1/2,1966,1,0,1,39,76.5,12,1,1,I80
,Base Cabinet,,MRTD4264 1/2,1611,1,0,1,42,64.5,12,1,1,I80
,Base Cabinet,,MRTD4267 1/2,1673,1,0,1,42,67.5,12,1,1,I80
,Base Cabinet,,MRTD4270 1/2,1885,1,0,1,42,70.5,12,1,1,I80
,Base Cabinet,,MRTD4273 1/2,1947,1,0,1,42,73.5,12,1,1,I80
,Base Cabinet,,MRTD4276 1/2,2009,1,0,1,42,76.5,12,1,1,I80
,Base Cabinet,,LPDC3014-33,820,0,1,0,30,14,33,1,1,I81
,Base Cabinet,,LPDC3014-36,820,0,1,0,30,14,36,1,1,I81
,Base Cabinet,,LPDC3014-39,820,0,1,0,30,14,39,1,1,I81
,Base Cabinet,,LPDC3014-42,820,0,1,0,30,14,42,1,1,I81
,Base Cabinet,,LPDC3015-33,840,0,1,0,30,15,33,1,1,I81
,Base Cabinet,,LPDC3015-36,840,0,1,0,30,15,36,1,1,I81
,Base Cabinet,,LPDC3015-39,840,0,1,0,30,15,39,1,1,I81
,Base Cabinet,,LPDC3015-42,840,0,1,0,30,15,42,1,1,I81
,Base Cabinet,,LPDC3016-33,860,0,1,0,30,16,33,1,1,I81
,Base Cabinet,,LPDC3016-36,860,0,1,0,30,16,36,1,1,I81
,Base Cabinet,,LPDC3016-39,860,0,1,0,30,16,39,1,1,I81
,Base Cabinet,,LPDC3016-42,860,0,1,0,30,16,42,1,1,I81
,Base Cabinet,,LPDC3017-33,880,0,1,0,30,17,33,1,1,I81
,Base Cabinet,,LPDC3017-36,880,0,1,0,30,17,36,1,1,I81
,Base Cabinet,,LPDC3017-39,880,0,1,0,30,17,39,1,1,I81
,Base Cabinet,,LPDC3017-42,880,0,1,0,30,17,42,1,1,I81
,Base Cabinet,,LPDC3018-33,900,0,1,0,30,18,33,1,1,I81
,Base Cabinet,,LPDC3018-36,900,0,1,0,30,18,36,1,1,I81
,Base Cabinet,,LPDC3018-39,900,0,1,0,30,18,39,1,1,I81
,Base Cabinet,,LPDC3018-42,900,0,1,0,30,18,42,1,1,I81
,Base Cabinet,,LPC3019-33,2093,0,2,0,30,19,33,1,1,I82
,Base Cabinet,,LPC3019-36,2093,0,2,0,30,19,36,1,1,I82
,Base Cabinet,,LPC3019-39,2093,0,2,0,30,19,39,1,1,I82
,Base Cabinet,,LPC3019-42,2093,0,2,0,30,19,42,1,1,I82
,Base Cabinet,,LPC3020-33,2113,0,2,0,30,20,33,1,1,I82
,Base Cabinet,,LPC3020-36,2113,0,2,0,30,20,36,1,1,I82
,Base Cabinet,,LPC3020-39,2113,0,2,0,30,20,39,1,1,I82
,Base Cabinet,,LPC3020-42,2113,0,2,0,30,20,42,1,1,I82
,Base Cabinet,,LPC3021-33,2133,0,2,0,30,21,33,1,1,I82
,Base Cabinet,,LPC3021-36,2133,0,2,0,30,21,36,1,1,I82
,Base Cabinet,,LPC3021-39,2133,0,2,0,30,21,39,1,1,I82
,Base Cabinet,,LPC3021-42,2133,0,2,0,30,21,42,1,1,I82
,Base Cabinet,,LPC3022-33,2153,0,2,0,30,22,33,1,1,I82
,Base Cabinet,,LPC3022-36,2153,0,2,0,30,22,36,1,1,I82
,Base Cabinet,,LPC3022-39,2153,0,2,0,30,22,39,1,1,I82
,Base Cabinet,,LPC3022-42,2153,0,2,0,30,22,42,1,1,I82
,Base Cabinet,,LPC3023-33,2173,0,2,0,30,23,33,1,1,I82
,Base Cabinet,,LPC3023-36,2173,0,2,0,30,23,36,1,1,I82
,Base Cabinet,,LPC3023-39,2173,0,2,0,30,23,39,1,1,I82
,Base Cabinet,,LPC3023-42,2173,0,2,0,30,23,42,1,1,I82
,Base Cabinet,,LPC3024-33,2193,0,2,0,30,24,33,1,1,I82
,Base Cabinet,,LPC3024-36,2193,0,2,0,30,24,36,1,1,I82
,Base Cabinet,,LPC3024-39,2193,0,2,0,30,24,39,1,1,I82
,Base Cabinet,,LPC3024-42,2193,0,2,0,30,24,42,1,1,I82
